spectrum_id,compound_name,CAS_number,adhesive_class,spectral_type,wavenumber_range,measurement_conditions,instrument,baseline_correction_method,source_database,source_doi,Q_SNR,Q_res,Q_base,Q_peak,Q_total,qc_disposition,data_quality_notes
SPEC-00805,2-Methoxyethyl cyanoacrylate,27816-23-5,Cyanoacrylate,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Bruker Vertex 70,ALS,KnowItAll,10.8274/765be8df,0.874,0.887,0.954,0.756,0.87,ACCEPT,
SPEC-00917,Methylene diphenyl diisocyanate,101-68-8,Polyurethane,Raman,200-3500 cm-1,"Ambient, 785nm laser",Bruker Senterra II,Rubberband,SDBS,10.3971/844b1970,0.963,0.842,0.63,0.812,0.836,ACCEPT,
SPEC-00267,Polyisoprene,9003-31-0,Rubber-based,IR,650-4000 cm-1,"25C, N2 purge",Agilent Cary 630,SNIP,Open SPECY,10.2847/81f12432,0.876,0.914,0.907,0.696,0.856,ACCEPT,
SPEC-00643,Aminopropyltriethoxysilane,919-30-2,Silicone,FTIR,650-4000 cm-1,"25C, N2 purge",Bruker Vertex 70,SNIP,SpectraBase,10.5965/a9693269,0.808,0.941,0.749,0.614,0.791,ACCEPT,
SPEC-00781,Methyl cyanoacrylate,137-05-3,Cyanoacrylate,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",Agilent Cary 630,Rubberband,KnowItAll,10.5170/01523a95,0.789,0.722,0.95,0.829,0.812,ACCEPT,
SPEC-00402,Hydrogenated rosin,65997-06-0,Hot-melt,FTIR,650-4000 cm-1,"Ambient, KBr pellet",PerkinElmer Spectrum Two,Polynomial (3rd order),SpectraBase,10.9460/d5865789,0.879,0.934,0.782,0.751,0.848,ACCEPT,
SPEC-00950,Methylene diphenyl diisocyanate,101-68-8,Polyurethane,Raman,200-3500 cm-1,"25C, N2 purge",Renishaw inVia,Polynomial (3rd order),Open SPECY,10.7876/8a5deeff,0.7,0.71,0.587,0.95,0.73,FLAG,
SPEC-00647,Vinyltrimethoxysilane,2768-02-7,Silicone,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",PerkinElmer Spectrum Two,Polynomial (3rd order),KnowItAll,10.2391/11355dde,0.794,0.623,0.66,0.694,0.704,FLAG,
SPEC-00122,Isobutyl methacrylate,97-86-9,Acrylic/PSA,Raman,200-3500 cm-1,"25C, N2 purge",WITec alpha300,SNIP,KnowItAll,10.6179/f61e357d,0.888,0.953,0.839,0.995,0.916,ACCEPT,
SPEC-00517,Triglycidyl isocyanurate,2451-62-9,Epoxy,IR,650-4000 cm-1,"23C, dry air",JASCO FT/IR-6600,Polynomial (3rd order),PubChem,10.4296/2aecea63,0.795,0.734,0.802,0.855,0.793,ACCEPT,
SPEC-00130,2-Ethylhexyl acrylate,103-11-7,Acrylic/PSA,Raman,200-3500 cm-1,"Ambient, 785nm laser",Bruker Senterra II,Polynomial (3rd order),SDBS,10.2531/4db5a237,0.885,0.932,0.882,0.874,0.894,ACCEPT,
SPEC-00728,Phenyltrimethoxysilane,2996-92-1,Silicone,Raman,200-3500 cm-1,"25C, N2 purge",Bruker Senterra II,Rubberband,Open SPECY,10.7830/bada88fe,0.825,0.769,0.748,0.972,0.825,ACCEPT,
SPEC-00900,Methylene diphenyl diisocyanate,101-68-8,Polyurethane,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",JASCO FT/IR-6600,Rubberband,NIST WebBook,10.9723/ffc9d3bb,0.928,0.878,0.883,0.759,0.873,ACCEPT,
SPEC-00237,Nitrile rubber,9003-18-3,Rubber-based,IR,650-4000 cm-1,"25C, N2 purge",PerkinElmer Spectrum Two,ALS,SpectraBase,10.6816/9d5f5f35,0.963,0.815,0.837,0.634,0.835,ACCEPT,
SPEC-00906,Polycaprolactone diol,36890-68-3,Polyurethane,IR,650-4000 cm-1,"23C, dry air",JASCO FT/IR-6600,Rubberband,NIST WebBook,10.7258/f22fa780,0.993,0.911,0.901,0.643,0.884,ACCEPT,
SPEC-00163,2-Ethylhexyl acrylate,103-11-7,Acrylic/PSA,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",WITec alpha300,ALS,SDBS,10.1674/d8d5d027,0.71,0.85,0.956,0.735,0.799,ACCEPT,
SPEC-00530,Triglycidyl isocyanurate,2451-62-9,Epoxy,IR,650-4000 cm-1,"23C, dry air",Bruker Vertex 70,Polynomial (3rd order),SDBS,10.8304/a896d976,0.669,0.771,0.631,0.838,0.721,FLAG,
SPEC-00828,Octyl cyanoacrylate,16493-40-6,Cyanoacrylate,Raman,200-3500 cm-1,"25C, N2 purge",Horiba LabRAM HR,SNIP,SpectraBase,10.7929/5a0e4311,0.789,0.834,0.955,0.807,0.837,ACCEPT,
SPEC-00413,Polyester hot-melt,25038-59-9,Hot-melt,IR,650-4000 cm-1,"Ambient, KBr pellet",Agilent Cary 630,Rubberband,SDBS,10.5514/1fa72a48,0.855,0.705,0.791,0.826,0.799,ACCEPT,
SPEC-00178,Butyl acrylate,141-32-2,Acrylic/PSA,Raman,200-3500 cm-1,"Ambient, 785nm laser",Horiba LabRAM HR,ALS,SpectraBase,10.7723/b38ffa4d,0.717,0.776,0.738,0.765,0.746,FLAG,
SPEC-00746,Phenyltrimethoxysilane,2996-92-1,Silicone,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Bruker Senterra II,ALS,SDBS,10.8401/3c69f582,0.995,0.913,0.792,0.77,0.889,ACCEPT,
SPEC-00400,Ethylene-vinyl acetate,24937-78-8,Hot-melt,FTIR,650-4000 cm-1,"Ambient, KBr pellet",Thermo Nicolet iS50,SNIP,KnowItAll,10.7358/55c65ee7,0.743,0.694,0.851,0.807,0.765,ACCEPT,
SPEC-00652,Phenyltrimethoxysilane,2996-92-1,Silicone,FTIR,650-4000 cm-1,"23C, dry air",Bruker Vertex 70,SNIP,NIST WebBook,10.5945/78bd4398,0.93,0.79,0.644,0.918,0.835,ACCEPT,
SPEC-00132,Acrylic acid,79-10-7,Acrylic/PSA,Raman,200-3500 cm-1,"23C, dry air",Horiba LabRAM HR,Rubberband,SDBS,10.1618/1f51dcfc,0.946,0.64,0.897,0.934,0.857,ACCEPT,
SPEC-00440,Polypropylene wax,9003-07-0,Hot-melt,Raman,200-3500 cm-1,"23C, dry air",Renishaw inVia,SNIP,KnowItAll,10.8289/054339a7,0.761,0.717,0.67,0.858,0.751,ACCEPT,
SPEC-00592,Bisphenol F epoxy,2095-03-6,Epoxy,Raman,200-3500 cm-1,"23C, dry air",Thermo DXR3,Polynomial (3rd order),SpectraBase,10.3174/14c11ca1,0.679,0.901,0.862,0.763,0.788,ACCEPT,
SPEC-00053,Isobutyl methacrylate,97-86-9,Acrylic/PSA,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",Thermo Nicolet iS50,Rubberband,KnowItAll,10.3749/af212cdf,0.884,0.826,0.648,0.88,0.822,ACCEPT,
SPEC-00403,Polyethylene wax,9002-88-4,Hot-melt,FTIR,650-4000 cm-1,"23C, dry air",Agilent Cary 630,Rubberband,SpectraBase,10.2263/5e4bb0c4,0.961,0.603,0.947,0.776,0.832,ACCEPT,
SPEC-00660,Octamethylcyclotetrasiloxane,556-67-2,Silicone,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",JASCO FT/IR-6600,Polynomial (3rd order),PubChem,10.4900/031e499d,0.94,0.98,0.969,0.701,0.908,ACCEPT,
SPEC-00892,Isophorone diisocyanate,4098-71-9,Polyurethane,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",Agilent Cary 630,SNIP,Open SPECY,10.8851/e09a3573,0.834,0.88,0.991,0.689,0.848,ACCEPT,
SPEC-00198,Hydroxypropyl methacrylate,27813-02-1,Acrylic/PSA,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Horiba LabRAM HR,Polynomial (3rd order),PubChem,10.8734/15d5c173,0.771,0.626,0.997,0.974,0.821,ACCEPT,
SPEC-00401,Polyester hot-melt,25038-59-9,Hot-melt,IR,650-4000 cm-1,"25C, N2 purge",Bruker Vertex 70,SNIP,NIST WebBook,10.5314/42f2558f,0.763,0.881,0.785,0.932,0.831,ACCEPT,
SPEC-00570,Cycloaliphatic epoxy,2386-87-0,Epoxy,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Horiba LabRAM HR,Rubberband,SpectraBase,10.3292/d49b29d5,0.891,0.795,0.948,0.775,0.855,ACCEPT,
SPEC-00840,Ethyl cyanoacrylate,7085-85-0,Cyanoacrylate,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Bruker Senterra II,Polynomial (3rd order),Open SPECY,10.7556/98543012,0.989,0.894,0.855,0.693,0.879,ACCEPT,
SPEC-00441,Polyamide resin,63428-84-2,Hot-melt,Raman,200-3500 cm-1,"25C, N2 purge",Thermo DXR3,Rubberband,NIST WebBook,10.2311/607b517a,0.714,0.609,0.877,0.865,0.751,ACCEPT,
SPEC-00586,Bisphenol F epoxy,2095-03-6,Epoxy,Raman,200-3500 cm-1,"25C, N2 purge",Thermo DXR3,SNIP,SpectraBase,10.8454/2370148d,0.676,0.834,0.574,0.774,0.715,FLAG,
SPEC-00175,Methyl acrylate,96-33-3,Acrylic/PSA,Raman,200-3500 cm-1,"Ambient, 785nm laser",WITec alpha300,Polynomial (3rd order),KnowItAll,10.9311/b7b5cde5,0.707,0.996,0.883,0.72,0.817,ACCEPT,
SPEC-00924,Toluene diisocyanate,26471-62-5,Polyurethane,Raman,200-3500 cm-1,"25C, N2 purge",Bruker Senterra II,Rubberband,Open SPECY,10.4973/b17371b0,0.753,0.658,0.934,0.989,0.813,ACCEPT,
SPEC-00326,Styrene-butadiene rubber,9003-55-8,Rubber-based,Raman,200-3500 cm-1,"Ambient, 785nm laser",Renishaw inVia,SNIP,KnowItAll,10.7035/77235370,0.737,0.783,0.963,0.882,0.823,ACCEPT,
SPEC-00615,Bisphenol A diglycidyl ether,1675-54-3,Epoxy,Raman,200-3500 cm-1,"25C, N2 purge",WITec alpha300,SNIP,Open SPECY,10.5728/ecded60b,0.725,0.955,0.884,0.766,0.823,ACCEPT,
SPEC-00760,Octyl cyanoacrylate,16493-40-6,Cyanoacrylate,FTIR,650-4000 cm-1,"Ambient, KBr pellet",Bruker Vertex 70,ALS,NIST WebBook,10.4696/cc24c1fa,0.718,0.633,0.807,0.61,0.693,FLAG,
SPEC-00532,Epichlorohydrin,106-89-8,Epoxy,IR,650-4000 cm-1,"23C, dry air",Agilent Cary 630,Polynomial (3rd order),SpectraBase,10.3354/a82cf696,0.89,0.884,0.759,0.693,0.823,ACCEPT,
SPEC-00852,Methyl cyanoacrylate,137-05-3,Cyanoacrylate,Raman,200-3500 cm-1,"23C, dry air",Renishaw inVia,Rubberband,Open SPECY,10.7419/793f28df,0.895,0.621,0.939,0.672,0.791,ACCEPT,
SPEC-00810,2-Methoxyethyl cyanoacrylate,27816-23-5,Cyanoacrylate,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Bruker Senterra II,Rubberband,SDBS,10.9185/0523fcae,0.779,0.627,0.648,0.721,0.703,FLAG,
SPEC-00158,Ethyl acrylate,140-88-5,Acrylic/PSA,Raman,200-3500 cm-1,"Ambient, 785nm laser",Horiba LabRAM HR,Rubberband,SDBS,10.7044/b08bccec,0.927,0.695,0.772,0.744,0.801,ACCEPT,
SPEC-00027,Ethyl acrylate,140-88-5,Acrylic/PSA,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Bruker Vertex 70,Polynomial (3rd order),SDBS,10.9666/9d372c6a,0.779,0.663,0.925,0.881,0.8,ACCEPT,
SPEC-00016,Isobutyl methacrylate,97-86-9,Acrylic/PSA,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Agilent Cary 630,ALS,SpectraBase,10.4608/171add5b,0.692,0.69,0.702,0.835,0.722,FLAG,
SPEC-00901,Isophorone diisocyanate,4098-71-9,Polyurethane,FTIR,650-4000 cm-1,"25C, N2 purge",JASCO FT/IR-6600,ALS,PubChem,10.3621/158a4925,0.847,0.756,0.823,0.683,0.787,ACCEPT,
SPEC-00842,Octyl cyanoacrylate,16493-40-6,Cyanoacrylate,Raman,200-3500 cm-1,"Ambient, 785nm laser",Renishaw inVia,ALS,Open SPECY,10.3753/3aefc114,0.929,0.721,0.853,0.819,0.84,ACCEPT,
SPEC-00005,Acrylic acid,79-10-7,Acrylic/PSA,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",JASCO FT/IR-6600,Rubberband,NIST WebBook,10.2139/4527d7e6,0.94,0.847,0.938,0.831,0.895,ACCEPT,
SPEC-00248,Polybutadiene,9003-17-2,Rubber-based,IR,650-4000 cm-1,"Ambient, KBr pellet",PerkinElmer Spectrum Two,SNIP,SpectraBase,10.7290/0a04fb51,0.867,0.946,0.978,0.794,0.894,ACCEPT,
SPEC-00690,Octamethylcyclotetrasiloxane,556-67-2,Silicone,FTIR,650-4000 cm-1,"23C, dry air",Agilent Cary 630,Rubberband,NIST WebBook,10.2574/fe3a0b60,0.932,0.724,0.858,0.653,0.809,ACCEPT,
SPEC-00425,Ethylene-vinyl acetate,24937-78-8,Hot-melt,Raman,200-3500 cm-1,"25C, N2 purge",Bruker Senterra II,Rubberband,SDBS,10.5408/1fe51f1d,0.844,0.671,0.691,0.687,0.739,FLAG,
SPEC-00815,Butyl cyanoacrylate,6606-65-1,Cyanoacrylate,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Bruker Senterra II,Rubberband,NIST WebBook,10.5726/14f2b8d8,0.875,0.904,0.784,0.991,0.887,ACCEPT,
SPEC-00942,Toluene diisocyanate,26471-62-5,Polyurethane,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Horiba LabRAM HR,SNIP,Open SPECY,10.3301/20cc3928,0.899,0.784,0.994,0.991,0.908,ACCEPT,
SPEC-00271,Chloroprene rubber,9010-98-4,Rubber-based,FTIR,650-4000 cm-1,"25C, N2 purge",Agilent Cary 630,ALS,NIST WebBook,10.8167/0abe45a5,0.872,0.934,0.856,0.626,0.835,ACCEPT,
SPEC-00675,Methyltrimethoxysilane,1185-55-3,Silicone,IR,650-4000 cm-1,"Ambient, KBr pellet",Agilent Cary 630,ALS,SpectraBase,10.7056/2554d712,0.66,0.99,0.656,0.78,0.766,ACCEPT,
SPEC-00275,Polybutadiene,9003-17-2,Rubber-based,FTIR,650-4000 cm-1,"25C, N2 purge",Bruker Vertex 70,ALS,SDBS,10.2889/80732092,0.951,0.667,0.621,0.909,0.806,ACCEPT,
SPEC-00904,Methylene diphenyl diisocyanate,101-68-8,Polyurethane,IR,650-4000 cm-1,"23C, dry air",JASCO FT/IR-6600,Rubberband,PubChem,10.9999/184be624,0.65,0.739,0.822,0.748,0.726,FLAG,
SPEC-00520,Triglycidyl isocyanurate,2451-62-9,Epoxy,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Agilent Cary 630,Rubberband,NIST WebBook,10.6169/123c1d16,0.975,0.622,0.784,0.826,0.819,ACCEPT,
SPEC-00230,Natural rubber,9006-04-6,Rubber-based,IR,650-4000 cm-1,"Ambient, KBr pellet",JASCO FT/IR-6600,Rubberband,KnowItAll,10.5397/65cb728d,0.85,0.668,0.721,0.656,0.74,FLAG,
SPEC-00801,Ethyl cyanoacrylate,7085-85-0,Cyanoacrylate,FTIR,650-4000 cm-1,"Ambient, KBr pellet",Bruker Vertex 70,ALS,Open SPECY,10.4185/667057fa,0.874,0.87,0.758,0.737,0.822,ACCEPT,
SPEC-00384,Polyester hot-melt,25038-59-9,Hot-melt,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",Thermo Nicolet iS50,Rubberband,NIST WebBook,10.8130/358e3f39,0.798,0.642,0.792,0.881,0.774,ACCEPT,
SPEC-00008,Methyl acrylate,96-33-3,Acrylic/PSA,IR,650-4000 cm-1,"25C, N2 purge",Bruker Vertex 70,SNIP,NIST WebBook,10.6155/b591ab85,0.79,0.626,0.961,0.827,0.791,ACCEPT,
SPEC-00406,Polyamide resin,63428-84-2,Hot-melt,IR,650-4000 cm-1,"23C, dry air",Bruker Vertex 70,ALS,SDBS,10.1305/26d993d2,0.74,0.672,0.981,0.84,0.791,ACCEPT,
SPEC-00759,Octyl cyanoacrylate,16493-40-6,Cyanoacrylate,IR,650-4000 cm-1,"Ambient, KBr pellet",JASCO FT/IR-6600,SNIP,PubChem,10.5553/084c80dd,0.823,0.807,0.57,0.888,0.781,ACCEPT,
SPEC-00804,Ethyl cyanoacrylate,7085-85-0,Cyanoacrylate,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Thermo Nicolet iS50,Rubberband,SpectraBase,10.4549/01c13d90,0.885,0.604,0.673,0.776,0.751,ACCEPT,
SPEC-00721,Polydimethylsiloxane,63148-62-9,Silicone,Raman,200-3500 cm-1,"23C, dry air",Bruker Senterra II,Rubberband,SpectraBase,10.9527/f6981ca6,0.663,0.734,0.876,0.896,0.77,ACCEPT,
SPEC-00661,Octamethylcyclotetrasiloxane,556-67-2,Silicone,FTIR,650-4000 cm-1,"25C, N2 purge",JASCO FT/IR-6600,Rubberband,SpectraBase,10.2750/9e0d055b,0.786,0.899,0.656,0.769,0.785,ACCEPT,
SPEC-00841,Octyl cyanoacrylate,16493-40-6,Cyanoacrylate,Raman,200-3500 cm-1,"25C, N2 purge",Thermo DXR3,ALS,KnowItAll,10.4196/9d93ca4a,0.995,0.943,0.957,0.894,0.954,ACCEPT,
SPEC-00423,Polyester hot-melt,25038-59-9,Hot-melt,Raman,200-3500 cm-1,"25C, N2 purge",Thermo DXR3,Rubberband,PubChem,10.7269/304ac741,0.811,0.835,0.562,0.647,0.734,FLAG,
SPEC-00476,Polypropylene wax,9003-07-0,Hot-melt,Raman,200-3500 cm-1,"25C, N2 purge",Bruker Senterra II,ALS,SDBS,10.7550/e82adf76,0.961,0.7,0.665,0.72,0.788,ACCEPT,
SPEC-00813,2-Methoxyethyl cyanoacrylate,27816-23-5,Cyanoacrylate,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Horiba LabRAM HR,Rubberband,SpectraBase,10.2300/1ba34eb8,0.916,0.65,0.656,0.771,0.768,ACCEPT,
SPEC-00360,Polyamide resin,63428-84-2,Hot-melt,FTIR,650-4000 cm-1,"25C, N2 purge",Agilent Cary 630,SNIP,PubChem,10.9305/622d86bf,0.676,0.797,0.658,0.988,0.765,ACCEPT,
SPEC-00938,Polycaprolactone diol,36890-68-3,Polyurethane,Raman,200-3500 cm-1,"23C, dry air",Horiba LabRAM HR,SNIP,NIST WebBook,10.3638/8cd28832,0.731,0.686,0.857,0.656,0.73,FLAG,
SPEC-00481,Polyethylene wax,9002-88-4,Hot-melt,Raman,200-3500 cm-1,"25C, N2 purge",Horiba LabRAM HR,Rubberband,SDBS,10.8118/860eb73a,0.85,0.62,0.73,0.634,0.725,FLAG,
SPEC-00201,2-Ethylhexyl acrylate,103-11-7,Acrylic/PSA,Raman,200-3500 cm-1,"Ambient, 785nm laser",WITec alpha300,SNIP,KnowItAll,10.8585/9396681c,0.905,0.689,0.552,0.609,0.721,FLAG,
SPEC-00118,Hydroxypropyl methacrylate,27813-02-1,Acrylic/PSA,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Horiba LabRAM HR,SNIP,NIST WebBook,10.6928/eb423593,0.657,0.73,0.911,0.847,0.764,ACCEPT,
SPEC-00912,Polycaprolactone diol,36890-68-3,Polyurethane,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Renishaw inVia,Rubberband,SDBS,10.6544/73c49129,0.86,0.917,0.554,0.917,0.824,ACCEPT,
SPEC-00565,Bisphenol A diglycidyl ether,1675-54-3,Epoxy,Raman,200-3500 cm-1,"25C, N2 purge",Bruker Senterra II,ALS,PubChem,10.9154/f7dbfa44,0.662,0.628,0.877,0.911,0.746,FLAG,
SPEC-00466,Ethylene-vinyl acetate,24937-78-8,Hot-melt,Raman,200-3500 cm-1,"23C, dry air",Renishaw inVia,ALS,Open SPECY,10.9026/6510b4c0,0.721,0.794,0.594,0.828,0.735,FLAG,
SPEC-00796,Ethyl cyanoacrylate,7085-85-0,Cyanoacrylate,IR,650-4000 cm-1,"Ambient, KBr pellet",Agilent Cary 630,SNIP,SDBS,10.9043/8e64c384,0.939,0.842,0.661,0.732,0.818,ACCEPT,
SPEC-00229,Polyisoprene,9003-31-0,Rubber-based,IR,650-4000 cm-1,"Ambient, KBr pellet",Bruker Vertex 70,SNIP,PubChem,10.5781/8455e796,0.844,0.839,0.903,0.945,0.875,ACCEPT,
SPEC-00217,Styrene-butadiene rubber,9003-55-8,Rubber-based,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",PerkinElmer Spectrum Two,SNIP,Open SPECY,10.1257/7e3d32b5,0.866,0.867,0.827,0.793,0.844,ACCEPT,
SPEC-00431,Polypropylene wax,9003-07-0,Hot-melt,Raman,200-3500 cm-1,"23C, dry air",Bruker Senterra II,Rubberband,Open SPECY,10.6621/b9bc104d,0.864,0.704,0.797,0.695,0.777,ACCEPT,
SPEC-00873,Toluene diisocyanate,26471-62-5,Polyurethane,FTIR,650-4000 cm-1,"23C, dry air",JASCO FT/IR-6600,ALS,SpectraBase,10.7206/4d8cf39c,0.741,0.875,0.871,0.863,0.825,ACCEPT,
SPEC-00297,Natural rubber,9006-04-6,Rubber-based,Raman,200-3500 cm-1,"23C, dry air",Bruker Senterra II,Rubberband,SDBS,10.1462/f2d26ee9,0.712,0.837,0.913,0.879,0.817,ACCEPT,
SPEC-00684,Octamethylcyclotetrasiloxane,556-67-2,Silicone,IR,650-4000 cm-1,"25C, N2 purge",Thermo Nicolet iS50,SNIP,SDBS,10.1067/1d2a5e84,0.828,0.709,0.951,0.834,0.824,ACCEPT,
SPEC-00034,Ethyl acrylate,140-88-5,Acrylic/PSA,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Thermo Nicolet iS50,Rubberband,SpectraBase,10.4652/dab9cbd1,0.936,0.784,0.687,0.918,0.845,ACCEPT,
SPEC-00898,Isophorone diisocyanate,4098-71-9,Polyurethane,IR,650-4000 cm-1,"23C, dry air",Thermo Nicolet iS50,SNIP,SDBS,10.6690/9732245b,0.843,0.701,0.945,0.941,0.848,ACCEPT,
SPEC-00596,Novolac epoxy,28064-14-4,Epoxy,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Horiba LabRAM HR,Polynomial (3rd order),KnowItAll,10.8624/7e6417b8,0.981,0.87,0.95,0.644,0.88,ACCEPT,
SPEC-00516,Bisphenol F epoxy,2095-03-6,Epoxy,FTIR,650-4000 cm-1,"Ambient, KBr pellet",Agilent Cary 630,ALS,PubChem,10.1392/f266b233,0.959,0.693,0.681,0.677,0.78,ACCEPT,
SPEC-00455,Polyamide resin,63428-84-2,Hot-melt,Raman,200-3500 cm-1,"Ambient, 785nm laser",Thermo DXR3,SNIP,SDBS,10.4415/0ed4e269,0.908,0.613,0.757,0.908,0.804,ACCEPT,
SPEC-00649,Phenyltrimethoxysilane,2996-92-1,Silicone,IR,650-4000 cm-1,"Room temperature, ambient atmosphere",Agilent Cary 630,Rubberband,PubChem,10.9001/08b46765,0.658,0.727,0.807,0.729,0.719,FLAG,
SPEC-00103,Ethyl acrylate,140-88-5,Acrylic/PSA,IR,650-4000 cm-1,"Ambient, KBr pellet",Agilent Cary 630,ALS,SDBS,10.5941/0d2cbc94,0.981,0.617,0.902,0.947,0.867,ACCEPT,
SPEC-00558,Epichlorohydrin,106-89-8,Epoxy,Raman,200-3500 cm-1,"23C, dry air",Horiba LabRAM HR,Rubberband,NIST WebBook,10.4193/92a03a50,0.879,0.756,0.898,0.9,0.856,ACCEPT,
SPEC-00639,Aminopropyltriethoxysilane,919-30-2,Silicone,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",PerkinElmer Spectrum Two,ALS,SpectraBase,10.8448/6170e978,0.883,0.98,0.994,0.805,0.914,ACCEPT,
SPEC-00770,Methyl cyanoacrylate,137-05-3,Cyanoacrylate,IR,650-4000 cm-1,"23C, dry air",Thermo Nicolet iS50,Polynomial (3rd order),Open SPECY,10.6425/34571b49,0.925,0.737,0.851,0.878,0.854,ACCEPT,
SPEC-00768,Butyl cyanoacrylate,6606-65-1,Cyanoacrylate,FTIR,650-4000 cm-1,"23C, dry air",JASCO FT/IR-6600,Polynomial (3rd order),KnowItAll,10.6618/398aaed8,0.759,0.954,0.899,0.659,0.816,ACCEPT,
SPEC-00509,Triglycidyl isocyanurate,2451-62-9,Epoxy,IR,650-4000 cm-1,"Ambient, KBr pellet",Agilent Cary 630,SNIP,SpectraBase,10.4553/fc3d8d8d,0.949,0.817,0.553,0.953,0.838,ACCEPT,
SPEC-00896,Polycaprolactone diol,36890-68-3,Polyurethane,FTIR,650-4000 cm-1,"Room temperature, ambient atmosphere",Thermo Nicolet iS50,Rubberband,NIST WebBook,10.2971/15f72ebf,0.747,0.834,0.589,0.643,0.716,FLAG,
SPEC-00422,Polypropylene wax,9003-07-0,Hot-melt,Raman,200-3500 cm-1,"25C, N2 purge",WITec alpha300,Polynomial (3rd order),Open SPECY,10.8923/8e50c4f1,0.957,0.925,0.809,0.878,0.904,ACCEPT,
SPEC-00632,Phenyltrimethoxysilane,2996-92-1,Silicone,IR,650-4000 cm-1,"23C, dry air",JASCO FT/IR-6600,Rubberband,NIST WebBook,10.4138/8daa5fc7,0.674,0.928,0.893,0.812,0.809,ACCEPT,
SPEC-00945,Methylene diphenyl diisocyanate,101-68-8,Polyurethane,Raman,200-3500 cm-1,"Ambient, 785nm laser",WITec alpha300,SNIP,PubChem,10.4654/6dba55db,0.704,0.642,0.719,0.828,0.716,FLAG,
SPEC-00666,Octamethylcyclotetrasiloxane,556-67-2,Silicone,FTIR,650-4000 cm-1,"Ambient, KBr pellet",PerkinElmer Spectrum Two,Polynomial (3rd order),Open SPECY,10.8718/131dc167,0.792,0.614,0.94,0.929,0.804,ACCEPT,
SPEC-00092,2-Ethylhexyl acrylate,103-11-7,Acrylic/PSA,IR,650-4000 cm-1,"23C, dry air",Thermo Nicolet iS50,SNIP,KnowItAll,10.3695/95797919,0.925,0.951,0.715,0.801,0.865,ACCEPT,
SPEC-00107,Isobutyl methacrylate,97-86-9,Acrylic/PSA,FTIR,650-4000 cm-1,"25C, N2 purge",Thermo Nicolet iS50,ALS,NIST WebBook,10.7105/ab550942,0.673,0.933,0.592,0.639,0.715,FLAG,
SPEC-00858,Ethyl cyanoacrylate,7085-85-0,Cyanoacrylate,Raman,200-3500 cm-1,"Room temperature, ambient atmosphere",Renishaw inVia,SNIP,SpectraBase,10.7150/38af81fb,0.692,0.759,0.686,0.838,0.737,FLAG,
SPEC-00826,Methyl cyanoacrylate,137-05-3,Cyanoacrylate,Raman,200-3500 cm-1,"25C, N2 purge",Thermo DXR3,Polynomial (3rd order),NIST WebBook,10.1462/822147b8,0.735,0.614,0.916,0.852,0.764,ACCEPT,
SPEC-00090,Isobutyl methacrylate,97-86-9,Acrylic/PSA,IR,650-4000 cm-1,"25C, N2 purge",JASCO FT/IR-6600,Polynomial (3rd order),KnowItAll,10.4588/0c69f115,0.941,0.961,0.899,0.692,0.888,ACCEPT,
SPEC-00102,2-Ethylhexyl acrylate,103-11-7,Acrylic/PSA,FTIR,650-4000 cm-1,"Ambient, KBr pellet",Bruker Vertex 70,Polynomial (3rd order),PubChem,10.8802/27a46b52,0.743,0.651,0.739,0.645,0.7,FLAG,
SPEC-00878,Polycaprolactone diol,36890-68-3,Polyurethane,FTIR,650-4000 cm-1,"Ambient, KBr pellet",JASCO FT/IR-6600,Rubberband,SDBS,10.1693/5fbd0aef,0.771,0.998,0.848,0.968,0.883,ACCEPT,
